Address,LAT,LON
"2201 Hampton Greens Blvd, Melbourne, FL, 32935",28.1534704,-80.65800910000002
"86 SW 8th St, Miami, FL, 33130",25.7661517,-80.1944977
"2500 Jr St, Orange City, FL, 32763",28.9185123,-81.290039
"7488 Universal Blvd, Orlando, FL, 32819",28.45472,-81.465602
"7595 Sun Tree Cir, Orlando, FL, 32807",28.5555885,-81.28848409999999
"3050 Tamaya Blvd, Jacksonville, FL, 32246",30.2945012,-81.486637
"14650 Bull Run Rd, Miami Lakes, FL, 33014",25.9143707,-80.3132461
"8412 Rio Bravo Ct, Tampa, FL, 33617",28.0270393,-82.3987437
"9020 Royal Palm Blvd, Coral Springs, FL, 33065",26.2585813,-80.2465945
"3316 SW 41st Pl, Gainesville, FL, 32608",29.6162053,-82.3711991
"7676 Carlton Arms Blvd, Winter Haven, FL, 33884",27.9726715,-81.6384415
"702 51st St E, Bradenton, FL, 34208",27.4942906,-82.49767080000001
"2370 SW Archer Rd, Gainesville, FL, 32608",29.6341351,-82.3583883
"920 Rich Dr, Deerfield Beach, FL, 33441",26.3086935,-80.1157437
"4515 Main St, Jupiter, FL, 33458",26.8922173,-80.11822049999999
"10712 Mystic Cir, Orlando, FL, 32836",28.3991905,-81.53461519999999
"1517 Cameron Samuel Ln, West Palm Beach, FL, 33401",26.7210244,-80.0793121
"6101 Westgate Dr, Orlando, FL, 32835",28.5330882,-81.4671412
"8971 SW 72nd St, Miami, FL, 33173",25.703726,-80.34007849999999
"10100 Baymeadows Rd, Jacksonville, FL, 32256",30.213732,-81.5472171
"5 Sandalwood Dr NW, Fort Walton Beach, FL, 32548",30.4141676,-86.6414279
"4950 W Prescott St, Tampa, FL, 33616",27.8668246,-82.5281095
"11833 Westwood Blvd, Orlando, FL, 32821",28.3956172,-81.4694792
"1529-C NE 39th Ave., Ocala, FL, 34470",29.2024333,-82.08237559999999
"1305 Morgan Stanley Ave, Winter Park, FL, 32789",28.608665,-81.3664932
"13163 Ranch Rd, Jacksonville, FL, 32218",30.4775088,-81.64733009999999
"800 Broward Rd, Jacksonville, FL, 32218",30.40549439999999,-81.6615087
"2625 SW 75th St, Gainesville, FL, 32608",29.6276429,-82.4197927
"2333 Lake Debra Dr, Orlando, FL, 32835",28.5115443,-81.4770399
"1700 Renaissance Commons Blvd, Boynton Beach, FL, 33426",26.5437949,-80.087265
"215 107th St Cir E, Bradenton, FL, 34212",27.4973395,-82.6706944
"7010 Lake Nona Blvd, Orlando, FL, 32827",28.3735487,-81.27657380000001
"11000 Cameron Ct, Davie, FL, 33324",26.1086099,-80.2967292
"733 Main Ln, Orlando, FL, 32801",28.5324349,-81.3772334
"2121 Burwick Ave, Orange Park, FL, 32073",30.1614836,-81.749742
"1111 Brickell Bay Dr, Miami, FL, 33131",25.7627638,-80.1891042
"264 Springs Colony Cir, Altamonte Springs, FL, 32714",28.6582152,-81.3932087
"8798 NW 38th St, Sunrise, FL, 33351",26.1725492,-80.2657588
"6900 W Colonial Dr, Orlando, FL, 32818",28.5511189,-81.4735546
"1291 El Mirasol Loop, Davenport, FL, 33896",28.2713027,-81.6210086
"4515 26th St W, Bradenton, FL, 34207",27.4600899,-82.5828611
"3545 W 98th St, Hialeah, FL, 33018",25.9125215,-80.35665759999999
"6904 Manatee Ave W, Bradenton, FL, 34209",27.4963784,-82.6317026
"4148 53rd Ave W, Bradenton, FL, 34210",27.4460844,-82.60342899999999
"4141 E 15th St, Panama City, FL, 32404",30.1740505,-85.5929426
"530 NE 47th St, Boca Raton, FL, 33431",26.3912616,-80.07774119999999
"3700 Capital Cir SE, Tallahassee, FL, 32311",30.39784,-84.2373011
"3419 Forum Blvd, Fort Myers, FL, 33905",26.615357,-81.7956073
"500 N Congress Ave, West Palm Beach, FL, 33401",26.7171616,-80.0800333
"3250 Orleans Ave, Kissimmee, FL, 34747",28.3454917,-81.6262873
"6904 Ralston Pl Dr, Tampa, FL, 33614",28.010335,-82.4894767
"658 NW 120th Terrace, Gainesville, FL, 32607",29.6573866,-82.470368
"665 Ives Dairy Rd, Miami, FL, 33179",25.9620558,-80.1892501
"828 Orienta Ave, Altamonte Springs, FL, 32701",28.6599954,-81.36264899999999
"640 Northern Rd, South Daytona, FL, 32119",29.1796749,-81.01548509999999
"955 N Orlando Ave, Maitland, FL, 32751",28.6351413,-81.3611239
"2220 SW 34th St, Gainesville, FL, 32608",29.6316617,-82.3732972
"2114 Nebula Way, West Melbourne, FL, 32904",28.0716832,-80.65338779999999
"820 N Wickham Rd, Melbourne, FL, 32935",28.1197087,-80.6736552
"141 Thrive Rd, Davenport, FL, 33896",28.2585039,-81.60952259999999
"10720 N Preserve Way, Miramar, FL, 33025",25.9922624,-80.289621
"711 Beach Blvd, Jacksonville Beach, FL, 32250",30.2887764,-81.3972452
"1050 Capri Isles Blvd, Venice, FL, 34292",27.1159913,-82.4091
"3980 64th St N, St Petersburg, FL, 33709",27.8077895,-82.7253331
"995 Denton Blvd NW, Fort Walton Beach, FL, 32547",30.4561576,-86.6217691
"1512 Orchard Park Cir, Ruskin, FL, 33570",27.7178629,-82.4134155
"11600 MacKay Blvd, Orlando, FL, 32826",28.5884349,-81.2124075
"4900 Rio Grande Ave, Orlando, FL, 32839",28.4896119,-81.4005604
"7004 SW 40th St, Miami, FL, 33155",25.7330262,-80.3077824
"1000 Carlton Arms Dr, Lakeland, FL, 33811",27.9398465,-82.00849140000001
"2500 Spring Harbor Cir, Mt Dora, FL, 32757",28.8159791,-81.66886579999999
"100 Lasa Dr, St. Augustine, FL, 32084",29.9304766,-81.3312341
"13490 Gran Bay Pkwy, Jacksonville, FL, 32258",30.1324294,-81.51539609999999
"101 Crossings Dr, Panama City Beach, FL, 32413",30.2295491,-85.8715409
"12193 Kernan Lake Dr, Jacksonville, FL, 32246",30.2933581,-81.4903683
"2101 Vineyard Blvd, Kissimmee, FL, 34741",28.309296,-81.430302
"8801 Citrus Village Dr, Tampa, FL, 33626",28.0587681,-82.5865359
"6500 Lake Gray Blvd, Jacksonville, FL, 32244",30.2017694,-81.75011649999999
"3303 N Lakeview Dr, Tampa, FL, 33618",28.1040935,-82.4983499
"4539 Coral Palms Ln, Naples, FL, 34116",26.1849738,-81.70142059999999
"15050 Ember Springs Cir, Orlando, FL, 32821",28.3528154,-81.507993
"11496 Sumter Grove Cir, Naples, FL, 34113",26.0758472,-81.7201072
"26101 Preserve Parkway, Lake Wales, FL, 33859",27.962539,-81.6093299
"1285 Tan Tara Trl, Jacksonville, FL, 32221",30.253501,-81.8879884
"9101 Ave Club Dr, Tampa, FL, 33637",28.0316724,-82.37507939999999
"850 Broken Sound Pkwy NW, Boca Raton, FL, 33487",26.3976557,-80.10675499999999
"3975 Country Pl Ln, Palm Harbor, FL, 34684",28.0631794,-82.7165047
"3001 SW 24th Ave, Ocala, FL, 34471",29.158621,-82.1630892
"22356 Calibre Ct, Boca Raton, FL, 33433",26.3456726,-80.1557669
"800 Vick Rd, Apopka, FL, 32712",28.69323739999999,-81.5259829
"3555 NW 83rd Ave, Doral, FL, 33122",25.8087405,-80.3310783
"5500 N Military Trl, Boca Raton, FL, 33496",26.3981943,-80.1207
"14951 Walden Springs Way, Jacksonville, FL, 32258",30.1056029,-81.4824766
"4303 W Atlantic Blvd, Coconut Creek, FL, 33066",26.232389,-80.18181779999999
"7595 Baymeadows Cir W, Jacksonville, FL, 32256",30.2331617,-81.5603003
"1426 Marathon Key Dr, Tampa, FL, 33612",28.0650134,-82.44430059999999
"600 Crowne Commerce Ct, Ormond Beach, FL, 32174",29.2471006,-81.1071305
"13617 Fletcher Regency Dr, Tampa, FL, 33613",28.0704682,-82.44430059999999
"1032 Hidden Harbour Dr, Melbourne, FL, 32935",28.1234386,-80.6427502
"3339 Handy Rd, Tampa, FL, 33618",28.0763971,-82.5047357
"4530 Leeward Ridge Dr, Tampa, FL, 33619",27.90718,-82.3570242
"8300 Garden Catalina Cir, Lake Worth, FL, 33467",26.6109527,-80.1759652
"13300 Atlantic Blvd, Jacksonville, FL, 32225",30.3158577,-81.4548921
"5201 W Hillsboro Blvd, Coconut Creek, FL, 33073",26.3185599,-80.1969215
"6104 Turnbury Park Dr, Sarasota, FL, 34243",27.391078,-82.4834403
"9611 Southbrook Dr, Jacksonville, FL, 32256",30.2380208,-81.5586904
"1122 Greenstone Blvd, Heathrow, FL, 32746",28.77292869999999,-81.3664074
"10605 Hammocks Blvd, Miami, FL, 33196",25.6677997,-80.44134439999999
"7425 Trouble Creek Rd, New Port Richey, FL, 34653",28.22736,-82.69255509999999
"8820 Thomas Oaks Dr, Tampa, FL, 33626",28.0413887,-82.58467739999999
"2285 Marsh Hawk Ln, Fleming Island, FL, 32003",30.0831575,-81.7074504
"6400 Markstown Dr, Tampa, FL, 33617",28.0667924,-82.38112269999999
"2301 S Congress Ave, Boynton Beach, FL, 33426",26.5082579,-80.09109149999999
"55 W Church St, Orlando, FL, 32801",28.5406171,-81.38029709999999
"8090 NW 96th Terrace, Tamarac, FL, 33321",26.2242184,-80.2812613
"15 Blue Cove Dr, Santa Rosa Beach, FL, 32459",30.3870569,-86.30394
"8876 A C Skinner Pkwy, Jacksonville, FL, 32256",30.242016,-81.55348
"1655 Eagles Landing Blvd, Tallahassee, FL, 32308",30.4961298,-84.2494463
"1210 Westbury Pointe Dr, Brandon, FL, 33511",27.9164805,-82.3200188
"11110 N 56th St, Temple Terrace, FL, 33617",28.0494004,-82.394953
"333 Fern St, West Palm Beach, FL, 33401",26.7106925,-80.05325090000001
"698 NE 1st Ave, Miami, FL, 33132",25.7859731,-80.1924538
"2998 Jerry Ln, Jacksonville, FL, 32218",30.421971,-81.6961048
"2951 Mallory Cir, Kissimmee, FL, 34747",28.3360365,-81.527414
"5743 Bent Pine Dr, Orlando, FL, 32822",28.4757729,-81.3076193
"11247 San Jose Blvd, Jacksonville, FL, 32223",30.1687142,-81.6262412
"4260 SW 117th Ln, Miramar, FL, 33025",25.9692256,-80.3026378
"5799 Frank Reeder Rd, Pensacola, FL, 32526",30.55015089999999,-87.37782539999999
"5903 NW 57th Ct, Tamarac, FL, 33319",26.1959073,-80.2303886
"2950 Harrison Ave, Panama City, FL, 32405",30.2009592,-85.6557294
"12000 4th St N, St Petersburg, FL, 33716",27.8811332,-82.6406423
"2450 Lake Debra Dr, Orlando, FL, 32835",28.5137503,-81.47883070000002
"11300 66th St N, Largo, FL, 33773",27.874725,-82.7320146
"720 SW 34th St, Gainesville, FL, 32607",29.6451848,-82.37309429999999
"2650 Dean Rd, Jacksonville, FL, 32216",30.2757961,-81.5917932
"409 Jefferson Ave, Orange Park, FL, 32065",30.1332344,-81.7859004
"501 SW 1st Ct, Pompano Beach, FL, 33060",26.2303604,-80.13241239999999
"1900 S Conway Rd, Orlando, FL, 32812",28.5202488,-81.332206
"9707 Tranquility Lake Cir, Riverview, FL, 33578",27.8955769,-82.3448923
"302 26th Ave W, Bradenton, FL, 34205",27.4784369,-82.565963
"6200 Cypress Point Dr, Panama City, FL, 32408",30.1646699,-85.75468819999999
"4601 S Kirkman Rd, Orlando, FL, 32811",28.4950451,-81.45708030000002
"2148 54th Ave S, St Petersburg, FL, 33712",27.7191016,-82.6610662
"1919 Sterling Palms Ct, Brandon, FL, 33511",27.9081273,-82.3211099
"6801 Sea Coral Dr, Orlando, FL, 32821",28.410891,-81.47252499999999
"9541 103rd St, Jacksonville, FL, 32210",30.2499581,-81.81389639999999
"3291 Sanford Ave, Sanford, FL, 32773",28.769854,-81.264208
"13333 Ridge Rd, Largo, FL, 33778",27.8935083,-82.796493
"40 Blue Stream Way, Inlet Beach, FL, 32461",30.29333,-86.01978869999999
"3615 Schoolhouse Rd W, Fort Myers, FL, 33916",26.6054888,-81.8452752
"2509 Cattlemen Rd, Sarasota, FL, 34232",27.3121795,-82.4504372
"1625 N Congress Ave, West Palm Beach, FL, 33401",26.7002149,-80.0872248
"3757 Millenia Blvd, Orlando, FL, 32839",28.492959,-81.42283239999999
"700 Sanctuary Cove Dr, West Palm Beach, FL, 33410",26.8361705,-80.07095389999999
"2738 Roosevelt Blvd, Clearwater, FL, 33760",27.9196391,-82.7250621
"1770 Windover Oaks Dr, Titusville, FL, 32780",28.5919055,-80.8323882
"2200 Thomas Dr, Panama City, FL, 32408",30.1629112,-85.7595704
"1605 Renaissance Commons Blvd, Boynton Beach, FL, 33426",26.5430539,-80.0887209
"2901 NE 1st Ave, Miami, FL, 33137",25.8046227,-80.1931599
"6756 103rd St, Jacksonville, FL, 32210",30.2466518,-81.7554724
"280 SW 56th Terrace, Margate, FL, 33068",26.2295172,-80.2032194
"5351 Limelight Cir, Orlando, FL, 32839",28.4848535,-81.41038379999999
"108 Valrico Station Rd, Valrico, FL, 33594",27.9366495,-82.2328624
"11900 Valencia Gardens Ave, Palm Beach Gardens, FL, 33410",26.8522738,-80.09203409999999
"6750 Woodlake Dr, Orlando, FL, 32810",28.6228477,-81.429715
"5959 Bandera Springs Cir, Riverview, FL, 33578",27.8957131,-82.33583469999999
"9295 Ashland Ave, Pensacola, FL, 32534",30.53265249999999,-87.29657619999999
"2430 Lake Worth Rd, Lake Worth, FL, 33461",26.6174958,-80.0810364
"966 Douglas Ave, Dunedin, FL, 34698",28.0140612,-82.78817629999999
"9400 NW 41st St, Doral, FL, 33178",25.8113566,-80.350138
"1365 W Donegan Ave, Kissimmee, FL, 34741",28.319182,-81.41783230000001
"5826 Pga Blvd, Orlando, FL, 32839",28.4734609,-81.42027920000001
"1405 SW 10th Terrace, Gainesville, FL, 32601",29.6376976,-82.3349734
"2733 Forest Hills Blvd, Coral Springs, FL, 33065",26.2659768,-80.237185
"6850 Merryvale Ln, Orlando, FL, 32822",28.4559542,-81.28865809999999
"5307 Reflections Club Dr, Tampa, FL, 33634",27.993731,-82.5611885
"317 Racetrack Rd NW, Fort Walton Beach, FL, 32547",30.4474689,-86.6286707
"595 Lotus Landing Blvd, Altamonte Springs, FL, 32714",28.6501323,-81.4168979
"13015 Stockton Trl, Bradenton, FL, 34211",27.4813174,-82.4114908
"6440 Narcoossee Rd, Orlando, FL, 32822",28.474549,-81.28396699999999
"1000 Audace Ave, Boynton Beach, FL, 33426",26.5379651,-80.08666629999999
"2880 N Wickham Rd, Melbourne, FL, 32935",28.1538908,-80.67438949999999
"1820 Crosstown Club Pl, Tampa, FL, 33619",27.9337037,-82.3422818
"8100 Natures Way, Bradenton, FL, 34202",27.3957686,-82.4410838
"795 Ironwood Flats Cir, Brandon, FL, 33511",27.9260777,-82.2946585
"4501 Nikki Ct, Orlando, FL, 32822",28.4985969,-81.2944385
"Battle Mountain Rd, Tallahassee, FL, 32301",30.4314017,-84.235252
"6201 Bent Pine Dr, Orlando, FL, 32822",28.4738837,-81.3007405
"1 Laurel Oaks Dr, Winter Springs, FL, 32708",28.7010849,-81.3227505
"4444 Rio Grande Ave, Orlando, FL, 32839",28.4969268,-81.4015781
"832 NW 86th Ave, Plantation, FL, 33324",26.132831,-80.2648878
"670 20th Ln E, Palmetto, FL, 34221",27.5309517,-82.5574912
"2413 N Tamiami Trail, Sarasota, FL, 34234",27.3580722,-82.5490818
"10023 Belle Rive Blvd, Jacksonville, FL, 32256",30.2108752,-81.5512428
"3700 Pacific Point Pl, Fort Lauderdale, FL, 33309",26.1845143,-80.1980111
"675 Jamestown Blvd, Altamonte Springs, FL, 32714",28.6815005,-81.40981370000002
"2848 Caribbean Isle Blvd, Melbourne, FL, 32935",28.1496753,-80.6697331
"3516 Grand Cayman Dr, Tampa, FL, 33614",28.0310211,-82.49760979999999
"3131 University Blvd N, Jacksonville, FL, 32211",30.3556466,-81.6020029
"4761 N Australian Ave, West Palm Beach, FL, 33407",26.7563009,-80.0751442
"13000 Breaking Dawn Dr, Orlando, FL, 32824",28.3648291,-81.3684698
"1810 Bertha St, Jacksonville, FL, 32207",30.3052047,-81.6478789
"100 Sands Parc Blvd, Daytona Beach, FL, 32117",29.2271753,-81.0940935
"113 NW 3rd Ave, Gainesville, FL, 32601",29.6539469,-82.3259392
"216 Three Islands Boulevard, Hallandale Beach, FL, 33009",25.9891704,-80.12379729999999
"13500 NW 3rd St, Plantation, FL, 33325",26.1209837,-80.32757749999999
"22573 SW 66th Ave, Boca Raton, FL, 33428",26.3411858,-80.2013235
"2476 Atlantis Dr, Fort Pierce, FL, 34981",27.4232252,-80.3522923
"650 Lavers Cir, Delray Beach, FL, 33444",26.4372322,-80.07846130000001
"275 N Federal Hwy, Pompano Beach, FL, 33062",26.2342563,-80.103471
"3334 S Bismark Ln, Jupiter, FL, 33458",26.9047366,-80.1131745
"1801 S Kirkman Rd, Orlando, FL, 32811",28.5199659,-81.4560506
"10210 Falcon Gate Lp, Riverview, FL, 33569",27.8519256,-82.32463249999999
"209 Bent Creek Rd, Crestview, FL, 32539",30.767982,-86.563119
"7680 W Hwy 98, Pensacola, FL, 32506",30.4009166,-87.3100971
"2500 Springdale Blvd, Palm Springs, FL, 33461",26.6448228,-80.1012705
"7351 Woodridge Park Dr, Orlando, FL, 32818",28.5548784,-81.4872804
"6207 S West Shore Blvd, Tampa, FL, 33616",27.8788421,-82.5274196
"814 1st St N, Jacksonville Beach, FL, 32250",30.2963964,-81.39129919999999
"11901 Abess Blvd, Jacksonville, FL, 32225",30.3252353,-81.4954881
"611 Mt Homer Rd, Eustis, FL, 32726",28.8292309,-81.6923558
"486 Centerpointe Cir, Altamonte Springs, FL, 32701",28.6694156,-81.387106
"2500 Merchants Row Blvd, Tallahassee, FL, 32311",30.3949251,-84.2296497
"5055 S Dale Mabry Hwy, Tampa, FL, 33611",27.8917599,-82.5087004
"7440 N Kendall Dr, Kendall, FL, 33156",25.6879664,-80.3158267
"10889 Avenues Walk Blvd, Jacksonville, FL, 32258",30.17481729999999,-81.5561688
"10000 Reflections Blvd W, Sunrise, FL, 33351",26.1760171,-80.2852235
"7211 Crane Ave, Jacksonville, FL, 32216",30.3096778,-81.5824128
"1400 Village Blvd, West Palm Beach, FL, 33409",26.7228093,-80.1009576
"6705 Mallard Cove Rd, Jupiter, FL, 33458",26.9280825,-80.1383007
"10101 Arrowhead Dr, Jacksonville, FL, 32257",30.1919354,-81.6137402
"15122 W Colonial Dr, Winter Garden, FL, 34787",28.5498408,-81.6096724
"5900 Bent Pine Dr, Orlando, FL, 32822",28.472404,-81.3058997
"6011 Vineland Resort Wy, Orlando, FL, 32821",28.3525663,-81.4843013
"1880 Destiny Blvd, Kissimmee, FL, 34741",28.3218272,-81.42206060000001
"1600 Oviedo Grove Cir, Oviedo, FL, 32765",28.6587208,-81.1823288
"11850 Dr M.L.K. Jr St N, St. Petersburg, FL, 33716",27.8820832,-82.65037819999999
"4104 20th St W, Bradenton, FL, 34205",27.4647199,-82.582411
"1701 N Lois Ave, Tampa, FL, 33607",27.9585869,-82.5140006
"13931 Osprey Links Rd, Orlando, FL, 32837",28.363654,-81.4186264
"300 Sheoah Blvd, Winter Springs, FL, 32708",28.7058761,-81.3141524
"12 NE 188th St, Miami, FL, 33179",25.9469171,-80.20100479999999
"11311 N 22nd St, Tampa, FL, 33612",28.0523967,-82.4331258
"1769 Shadetree Way, Palm Springs, FL, 33406",26.6510767,-80.1026595
"175 Pintail Ln, ChampionsGate, FL, 33896",28.2567708,-81.6230495
"13400 Arbor Isle Dr, Temple Terrace, FL, 33637",28.0684869,-82.36337
"11011 Harts Rd, Jacksonville, FL, 32218",30.4348824,-81.65842769999999
"7343 W Sand Lake Rd, Orlando, FL, 32819",28.4503972,-81.4819914
"5515 Pacific Blvd, Boca Raton, FL, 33433",26.341576,-80.1298389
"4315 S Babcock St, Melbourne, FL, 32901",28.0437707,-80.6204453
"1500 Centrepark Blvd, West Palm Beach, FL, 33401",26.694037,-80.0739766
"1900 SE Hillmoor Dr, Port St. Lucie, FL, 34952",27.2829682,-80.29101419999999
"4131 Commons Dr W, Destin, FL, 32541",30.3909655,-86.4481464
"5400 S Williamson Blvd, Port Orange, FL, 32128",29.11083559999999,-81.04057329999999
"306 Lakeview St, Orlando, FL, 32804",28.5599867,-81.38309509999999
"14050 NE 6th Ave, North Miami, FL, 33161",25.9046575,-80.18763729999999
"7400 SW 107th Ave, Miami, FL, 33173",25.6987786,-80.3669089
"2420 Central Park Dr, Melbourne, FL, 32935",28.145669,-80.6623968
"7502 Sun Key Blvd, Winter Park, FL, 32792",28.6019376,-81.2883571
"201 W 65th St, Hialeah, FL, 33012",25.8818575,-80.28740049999999
"7325 Goldenpointe Blvd, Orlando, FL, 32807",28.5545211,-81.2888301
"850 W 49th St, Hialeah, FL, 33012",25.8662326,-80.29993879999999
"201 SW Joan Jefferson Way, Stuart, FL, 34994",27.1993655,-80.2554818
"2701 Mayport Rd, Jacksonville, FL, 32233",30.3623607,-81.41053409999999
"3100 Collins Ave, Miami, FL, 33140",25.8067673,-80.1244665
"1535 Blanding Blvd, Middleburg, FL, 32068",30.1124876,-81.8111455
"8000 West Dr, North Bay Village, FL, 33141",25.8542621,-80.1600402
"1415 NW 15th Ave, Miami, FL, 33125",25.7879027,-80.2201855
"325 S Lake Ave, Lakeland, FL, 33801",28.0407198,-81.9492621
"2299 10th Rd SW, Vero Beach, FL, 32962",27.5843446,-80.4093844
"1100 Seagate Ave, Neptune Beach, FL, 32266",30.3087719,-81.4061616
"5250 NW 84th Ave, Doral, FL, 33166",25.8190031,-80.33483939999999
"1015 Ohana Way, North Port, FL, 34288",27.0855287,-82.1529053
"1601 Red Cedar Dr, Fort Myers, FL, 33907",26.5841022,-81.8792429
"1175 W Minnesota Ave, Deland, FL, 32720",29.0357534,-81.3259096
"421 W Church St, Jacksonville, FL, 32202",30.3314374,-81.6629207
"1602 Governor's Dr, Pensacola, FL, 32514",30.521345,-87.22489
"1508 Ladora Dr, Brandon, FL, 33511",27.910462,-82.32382350000002
"6218 Watermark Dr, Riverview, FL, 33578",27.8898557,-82.31975310000001
"1381 N Clyde Morris Blvd, Daytona Beach, FL, 32117",29.2227891,-81.08366439999999
"140 Banner Ct, Crestview, FL, 32539",30.7403443,-86.55959109999999
"13501 Vista Walk Drive, Orlando, FL, 32821",28.3713037,-81.5071861
"3606 NW 5 Ave, Miami, FL, 33127",25.8109345,-80.2036334
"9639 SW 24th St, Miami, FL, 33165",25.7497324,-80.3505086
"269 SE 5th Ave, Delray Beach, FL, 33483",26.4566312,-80.0676743
"2045 E Bay Dr, Largo, FL, 33771",27.9161469,-82.76642559999999
"305 Laredo Dr, Cocoa, FL, 32926",28.3525558,-80.7664947
"7507 Beach Blvd, Jacksonville, FL, 32216",30.2902405,-81.57955779999999
"10200 Sweetgrass Cir, Naples, FL, 34104",26.1556301,-81.74960279999999
"1324 NW 16th Ave, Gainesville, FL, 32605",29.6671877,-82.34073839999999
"11325 N 50th St, Tampa, FL, 33617",28.0514248,-82.3990826
"1901 Lyons Rd, Coconut Creek, FL, 33063",26.2523806,-80.18765909999999
"5327 Timuquana Rd, Jacksonville, FL, 32210",30.2489987,-81.72191819999999
"3453 Timber Run Dr, Valrico, FL, 33596",27.8917129,-82.2644743
"310 Granello Ave, Coral Gables, FL, 33146",25.7293754,-80.26074520000002
"4700 Cason Cove Dr, Orlando, FL, 32811",28.4979427,-81.4408852
"11120 Bennett Drive, Bradenton, FL, 34211",27.4466863,-82.37773349999999
"1400 E Mowry Dr, Homestead, FL, 33033",25.4663602,-80.4597691
"4435 Touchton Rd, Jacksonville, FL, 32246",30.266751,-81.54901559999999
"10420 McKinley Dr, Tampa, FL, 33612",28.0440491,-82.41855520000001
"301 SE 6th Ave, Homestead, FL, 33030",25.4668416,-80.4686207
"9117 SW 72nd Ave, Pinecrest, FL, 33156",25.6858127,-80.310299
"1018 Malabar Lakes Dr NE, Palm Bay, FL, 32905",28.0186792,-80.63653959999999
"311 N Knowles Ave, Winter Park, FL, 32789",28.5998033,-81.350118
"2335 SW 35th Pl, Gainesville, FL, 32608",29.6192344,-82.3577552
"4915 1st Ave E, Bradenton, FL, 34208",27.5082919,-82.49898429999999
"1710 Wells Rd, Orange Park, FL, 32073",30.1835557,-81.728162
"5335 Hawks Landing Dr, Fort Myers, FL, 33907",26.5766437,-81.88122670000001
"98 Paddock Club Dr, Panama City Beach, FL, 32407",30.1893843,-85.8137426
"1480 NW N River Dr, Miami, FL, 33125",25.7856593,-80.2204503
"8733 Rooks Park Cir, Tampa, FL, 33619",27.9223052,-82.3580518
"1401 NW 103rd St, Miami, FL, 33147",25.869046,-80.2228945
"2651 Vista Rise, Tallahassee, FL, 32304",30.45763699999999,-84.3347514
"10135 Gate Pkwy N, Jacksonville, FL, 32246",30.2580588,-81.5346979
"3331 Summit Blvd, Pensacola, FL, 32503",30.4579603,-87.1781025
"100 Carolina Lake Dr, Daytona Beach, FL, 32114",29.2026115,-81.0885729
"101 Brookhaven Ct N, Palm Coast, FL, 32164",29.480963,-81.200923
"3940 SW 102nd Ave, Miami, FL, 33165",25.7329764,-80.3600795
"6331 Corporate Centre Blvd, Orlando, FL, 32822",28.4708395,-81.2982289
"5851 Holmberg Rd, Parkland, FL, 33067",26.3148376,-80.2045486
"1700 Integra Land Wy, Winter Springs, FL, 32708",28.6922652,-81.2455504
"12401 N 15th St, Tampa, FL, 33612",28.0596005,-82.441761
"3891 Solomon Blvd, Fort Myers, FL, 33901",26.605683,-81.86564249999999
"7400 Powers Ave, Jacksonville, FL, 32217",30.2446467,-81.6119623
"1874 Brittany Dr, Indialantic, FL, 32903",28.1377402,-80.58723909999999
"300 Heartland Blvd, Mulberry, FL, 33860",27.9355882,-81.99234009999999
"7241 Old Kings Rd S, Jacksonville, FL, 32217",30.2472677,-81.6181927
"5901 Bent Pine Dr, Orlando, FL, 32822",28.4736941,-81.304137
"2304 N Congress Ave, Riviera Beach, FL, 33404",26.7844984,-80.08679719999999
"8250 SW 72nd Ct, Miami, FL, 33143",25.6939665,-80.3102336
"10980 Oak St NE, St. Petersburg, FL, 33716",27.8706592,-82.63203209999999
"112 N 12th St, Tampa, FL, 33602",27.9478099,-82.4469051
"9730 NW 24th Ln, Gainesville, FL, 32606",29.6759662,-82.44539689999999
"2000 N Meridian Rd, Tallahassee, FL, 32303",30.4697644,-84.2779463
"13051 Gran Bay Pkwy, Jacksonville, FL, 32258",30.1323013,-81.5254422
"1701 Conservation Trl, Fort Walton Beach, FL, 32547",30.4541093,-86.6501545
"11390 Square St, Jacksonville, FL, 32256",30.1628954,-81.5094294
"6350 Vineland Rd, Orlando, FL, 32819",28.482081,-81.4686436
"12310 Seacrest Lane, Jacksonville, FL, 32224",30.2638711,-81.44291989999999
"555 Bishop Gate Ln, Jacksonville, FL, 32204",30.3132565,-81.6766397
"1900 Bella Vista Way, Port St. Lucie, FL, 34952",27.3112405,-80.3052932
"11110 Atlantic Blvd, Jacksonville, FL, 32225",30.32391459999999,-81.51052279999999
"2000 River Reach Dr, Naples, FL, 34104",26.1616036,-81.7811215
"8226 60th St Cir E, Sarasota, FL, 34243",27.392344,-82.4857669
"3350 Wedgewood Dr NE, Palm Bay, FL, 32905",28.0161233,-80.57041009999999
"2900 Coronet Ln, Jacksonville, FL, 32207",30.2975656,-81.60430939999999
"151 SE 3rd Ave, Delray Beach, FL, 33483",26.4589236,-80.0697055
"12500 Solstice Loop, Sanford, FL, 32771",28.8033919,-81.334097
"2600 Executive Dr, Venice, FL, 34292",27.1084333,-82.3759965
"1701 Lee Rd, Winter Park, FL, 32789",28.6091227,-81.370594
"4901 Bottlebrush Ln, Orlando, FL, 32808",28.600796,-81.43731939999999
"8100 Claire Ann Dr, Orlando, FL, 32825",28.5499201,-81.272875
"604 Colonial Dr, Fort Walton Beach, FL, 32547",30.439487,-86.6230564
"10220 Summer Palm Dr, Riverview, FL, 33578",27.7879817,-82.3404417
